key,0,1,2,3,4,5,6,7,8,9,10,11
316,6,3,2,3,7,"/crosshotbar","/chotbar","/kreuzkommandomenü, /kreuzmenü, /crosshotbar, /chotbar
VERWENDUNG:
/kreuzmenü [Unterbefehl]
→ Legt Einstellungen für das Kreuzkommandomenü fest. Nicht in PvP-Arealen verwendbar.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>legen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>set<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Kommando]"" [Nummer X] [Slot-Name]
Legt das Kommando in Menü Nummer X im angegebenen Slot an. Als Menü kann auch „aktuell“ angegeben werden, womit das momentan als Kommandomenü 1 angezeigte gemeint ist.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>blaukommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>blueaction<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Kommando]"" [Nummer X] [Slot-Name]
Legt das Blaumagie-Kommando in Menü Nummer X im angegebenen Slot an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>allgemein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>general<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Allgemeines Kommando]"" [Nummer X] [Nummer Y]
Legt das Allgemeine Kommando in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>gegenstand<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>item<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Gegenstandsname]"" [Nummer X] [Nummer Y]
Legt den Gegenstand  in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>emote<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ""[Emote]"" [Nummer X] [Nummer Y]
Legt das Emote in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>mitstreiter<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>buddy<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Mitstreiter-Kommando]"" [Nummer X] [Nummer Y]
Legt das Mitstreiter-Kommando in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>familiar<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>pet<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Familiar-Kommando]"" [Nummer X] [Nummer Y]
Legt das Familiar-Kommando in Menü Nummer X, Slot Nummer Y des Familiars an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>begleiter<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>minion<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Name des Begleiters]"" [Nummer X] [Nummer Y]
Legt den Begleiter in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>reittier<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>mount<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Name des Reittiers]"" [Nummer X] [Nummer Y]
Legt das Reittier in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>markierung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Name der Feindmarkierung] [Nummer X] [Nummer Y]  Mögliche Namen: att1-5, bind1-3, ignor1-2, quadr, kreis, kreuz, drei
Legt die Feindmarkierung in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>wegmark<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Name der Geländemarkierung] [Nummer X] [Nummer Y]
Legt die Geländemarkierung in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ändern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>change<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) [Nummer X]
Schaltet zu Menü Nummer X um. Statt der Nummer können die Unterbefehle „<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>nächste<UIGlow>01</UIGlow><UIForeground>01</UIForeground>“ bzw. „<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>vorige<UIGlow>01</UIGlow><UIForeground>01</UIForeground>“ angegeben werden, womit das Menü vor bzw. nach dem momentanen Menü 1 gemeint ist.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>kopieren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>copy<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) [Klasse/Job A] [Nummer X] [Klasse/Job B] [Nummer Y]
Kopiert den Inhalt des Menüs Nummer X von Klasse/Job A und überschreibt Menü Nummer Y von Klasse/Job B damit. Wird als Klasse/Job „aktuell“ angegeben, wird die momentane Klasse verwendet, wird „teilen“ angegeben, wird das geteilte Kommandomenü verwendet.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>teilen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X] <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Macht Menü Nummer X zu einem geteilten Menü.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>teilen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X] <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Ändert Menü Nummer X von einem geteilten zu einem Menü exklusiv für die momentane Klasse/Job.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>teilen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X]
Macht Menü Nummer X zu einem geteilten/exklusiven Menü.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>entf<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X] [Slot-Name]
Entfernt, was in Menü Nummer X im angegebenen Slot angelegt war.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>entf<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X] <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>alle<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Leert alle Slots von Menü Nummer X.
>>Slot-Namen:

<Gui(14)/>＋<Gui(3)/> ... LDL (LD1)  <Gui(15)/>＋<Gui(3)/> ... RDL (RD1)
<Gui(14)/>＋<Gui(1)/> ... LDU (LD2)  <Gui(15)/>＋<Gui(1)/> ... RDU (RD2)
<Gui(14)/>＋<Gui(4)/> ... LDR (LD3)  <Gui(15)/>＋<Gui(4)/> ... RDR (RD3)
<Gui(14)/>＋<Gui(2)/> ... LDD (LD4)  <Gui(15)/>＋<Gui(2)/> ... RDD (RD4)
<Gui(14)/>＋<Gui(10)/> ... LAL (LA1)  <Gui(15)/>＋<Gui(10)/> ... RAL (RA1)
<Gui(14)/>＋<Gui(11)/> ... LAU (LA2)  <Gui(15)/>＋<Gui(11)/> ... RAU (RA2)
<Gui(14)/>＋<Gui(8)/> ... LAR (LA3)  <Gui(15)/>＋<Gui(8)/> ... RAR (RA3)
<Gui(14)/>＋<Gui(9)/> ... LAD (LA4)  <Gui(15)/>＋<Gui(9)/> ... RAD (RA4)","/kreuzkommandomenü","/kreuzmenü",36,0
317,1,0,0,0,0,"/hudreset","","/bildschirmreset, /hudreset
→ Setzt die Position, die Größe und die Transparenz aller HUD-Elemente des momentanen Layouts auf die Voreinstellungen zurück.","/bildschirmreset","",32,0
318,1,0,0,0,0,"/uireset","","/fensterreset, /uireset
→ Setzt alle Bildschirm-Layouts (1-4) auf die Voreinstellungen zurück. Die Position, die Größe und die Transparenz aller Fenster werden auf die Voreinstellungen zurückgesetzt.","/fensterreset","",32,0
319,2,1,0,0,0,"/uiscale","","/uiskalierung, /uiscale
VERWENDUNG:
/uiskalierung [Unterbefehl]
→ Ändert die Größe aller Elemente des momentanen HUD-Layouts.
>>Unterbefehle:
  [Zahl]  Ändert die Größe auf den angegebenen Prozentwert. Mögliche Werte: 60, 80, 90, 100, 110, 120, 140.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>anfang<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>reset<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setzt die Größe aller HUD-Elemente und Fenster auf den Anfangswert zurück.
>>Beispiele:
/uiskalierung 140
Alle Fenster werden um 40 % größer als der voreingestellte Wert.
/uiskalierung anfang
Die Größe aller Fenster wird auf die Anfangsgröße zurückgesetzt.","/uiskalierung","",32,0
320,2,1,2,0,0,"/actionerror","/aerror","/kmdwarnung, /actionerror, /aerror
VERWENDUNG:
/kmdwarnung [Unterbefehl]
→ Aktiviert die Einstellung der Charakter<SoftHyphen/>konfiguration „Bei Kommandos Warnungen anzeigen“.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>on<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Aktiviert Warnmeldungen.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>off<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Deaktiviert Warnmeldungen.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.","/kmdwarnung","",36,0
321,2,1,2,0,0,"/recasterror","/rerror","/reaktwarnung, /recasterror, /rerror
VERWENDUNG:
/reaktwarnung [Unterbefehl]
→ Aktiviert die Einstellung der Charakter<SoftHyphen/>konfiguration „Bei Kommandos Reaktivierungs-Warnungen anzeigen“.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>on<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Aktiviert Reaktivierungs-Warnmeldungen.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>off<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Deaktiviert Reaktivierungs-Warnmeldungen.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.","/reaktwarnung","",36,0
322,1,0,0,0,0,"//eventReset","","//eventReset
リアルイベント用コマンド。
ゲーム内の設定をリアルイベント用に初期化する。","","",32,0
323,2,1,2,0,0,"/crosshotbartype","/chotbartype","/kreuzkommandomenütyp, /kreuzmenütyp, /crosshotbartype, /chotbartype
VERWENDUNG:
kreuzmenütyp [Unterbefehl]
→ Legt die Steuerung des Kreuzkommandomenüs fest.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>halten<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>hold<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setwechsel bei gehaltener Taste aktiviert.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>umschalten<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>toggle<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setwechsel bis zum erneuten Tastendruck aktiviert.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>gemischt<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>mix<UIGlow>01</UIGlow><UIForeground>01</UIForeground>)  Setwechsel nach langem Tastendruck aktiviert.","/kreuzkommandomenütyp","/kreuzmenütyp",36,0
324,2,1,2,0,0,"/crosshotbardisplay","/chotbardisplay","/kreuzkommandomenüeinstellungen, /kreuzmenüeinst
VERWENDUNG:
/kreuzmenüeinst [Unterbefehl]
→ Legt die Einstellungen des Kreuz-Kommandomenüs fest.
>>Unterbefehle
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Aktiviert das Kreuz-Kommandomenü.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Deaktiviert das Kreuz-Kommandomenü.
Bei fehlendem Unterbefehl wird die Einstellung gewechselt.","/kreuzkommandomenüeinstellungen","/kreuzmenüeinst",36,0
325,6,3,2,16,7,"/pvphotbar","","/pvpkommandomenü, /pvpkmenü, /pvphotbar
VERWENDUNG:
/pvpkommandomenü [Unterbefehl]
→ Nimmt Änderungen am Pvp-Kommandomenü vor. Nur in PvP-Arealen verwendbar.
>>Unterbefehle:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>legen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>set<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[PvP-Kommando]"" [Nummer X] [Nummer Y]
Legt das Kommando in Kommandomenü Nummer X, Slot Nummer Y an. Als Kommandomenü kann auch „aktuell“ angegeben werden, womit das momentan als Kommandomenü 1 angezeigte gemeint ist. Fehlt Nummer Y, wird der erste freie Slot des Menüs belegt, fehlen beide Nummern, wird der niedrigste freie Slot belegt (System gilt für alle Anlegen-Befehle).
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>allgemein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>general<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Allgemeines Kommando]"" [Nummer X] [Nummer Y]
Legt das Allgemeine Kommando in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>gegenstand<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>item<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Gegenstandsname]"" [Nummer X] [Nummer Y]
Legt den Gegenstand  in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>emote<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ""[Emote]"" [Nummer X] [Nummer Y]
Legt das Emote in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>mitstreiter<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>buddy<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Mitstreiter-Kommando]"" [Nummer X] [Nummer Y]
Legt das Mitstreiter-Kommando in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>familiar<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>pet<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Familiar-Kommando]"" [Nummer X] [Nummer Y]
Legt das Familiar-Kommando in Menü Nummer X, Slot Nummer Y des Familiars an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>begleiter<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>minion<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Name des Begleiters]"" [Nummer X] [Nummer Y]
Legt den Begleiter in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>reittier<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>mount<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) ""[Name des Reittiers]"" [Nummer X] [Nummer Y]
Legt das Reittier in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>markierung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Name der Feindmarkierung] [Nummer X] [Nummer Y]
Legt die Feindmarkierung in Menü Nummer X, Slot Nummer Y an. Mögliche Namen: att1-5, bind1-3, ignor1-2, quadr, kreis, kreuz, drei
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>wegmark<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Name der Geländemarkierung] [Nummer X] [Nummer Y]
Legt die Geländemarkierung in Menü Nummer X, Slot Nummer Y an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ändern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>change<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) [Nummer X]
Schaltet zu Menü Nummer X um. Statt der Nummer können die Unterbefehle „<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>nächste<UIGlow>01</UIGlow><UIForeground>01</UIForeground>“ bzw. „<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>vorige<UIGlow>01</UIGlow><UIForeground>01</UIForeground>“ angegeben werden, womit das Menü vor bzw. nach dem momentanen Menü 1 gemeint ist.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>kopieren<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>copy<UIGlow>01</UIGlow><UIForeground>01</UIForeground>) [Job A] [Nummer X] [Job B] [Nummer Y]
Kopiert den Inhalt des Menüs Nummer X von Job A und überschreibt Menü Nummer Y von Job B damit. Wird als Job „<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aktuell<UIGlow>01</UIGlow><UIForeground>01</UIForeground>“ angegeben, wird der momentane Job verwendet, wird „<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>teilen<UIGlow>01</UIGlow><UIForeground>01</UIForeground>“ angegeben, wird das geteilte Kommandomenü verwendet.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>anzeigen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X] <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Zeigt Menü Nummer X an.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>anzeigen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X] <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Blendet Menü Nummer X aus.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>anzeigen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X]
Blendet Menü Nummer X ein/aus.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>teilen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X] <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 
Macht Menü Nummer X zu einem geteilten Menü.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>teilen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X] <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>aus<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Ändert Menü Nummer X von einem geteilten zu einem Menü exklusiv für den momentanen Job.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>teilen<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X]
Macht Menü Nummer X zu einem geteilten/exklusiven Menü.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>entf<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X] [Nummer Y]
Entfernt, was in Menü Nummer X, Slot Nummer Y angelegt war.
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>entf<UIGlow>01</UIGlow><UIForeground>01</UIForeground> [Nummer X] <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>alle<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Leert alle Slots von Menü Nummer X.

>>Beispiele:
/pvpkommandomenü legen Purifikation 1 1
Legt Purifikation in Kommandomenü 1, Slot 1 an.
/pvpkommandomenü ändern 2
Zeigt statt dem momentanen PvP-Kommandomenü PvP-Kommandomenü 2 an.","/pvpkommandomenü","/pvpkmenü",36,0
